Age,Annual Income,Spending Score,Credit,Debit
-1.4245687900521393,-1.7389991930659485,-0.43480147996914814,1,0
-1.2810354107017978,-1.7389991930659485,1.195704069915157,1,0
-1.3528021003769686,-1.700829763894176,-1.7159129834496736,0,1
-1.1375020313514563,-1.700829763894176,1.0404178270690327,0,1
-0.5633685139500905,-1.6626603347224038,-0.3959799192576171,0,1
-1.209268721026627,-1.6626603347224038,1.0015962663575015,0,1
-0.2763017552494075,-1.6244909055506314,-1.7159129834496736,0,1
-1.1375020313514563,-1.6244909055506314,1.700384359165061,0,1
1.804932245330544,-1.5863214763788591,-1.832377665584267,1,0
-0.6351352036252612,-1.5863214763788591,0.8463100235113773,0,1
2.0202323143560563,-1.5863214763788591,-1.405340497757425,1,0
-0.2763017552494075,-1.5863214763788591,1.8944921627227165,0,1
1.3743321072795196,-1.5481520472070867,-1.3665189370458939,0,1
-1.0657353416762856,-1.5481520472070867,1.0404178270690327,0,1
-0.13276837589906598,-1.5481520472070867,-1.444162058468956,1,0
-1.209268721026627,-1.5481520472070867,1.118060948492095,1,0
-0.2763017552494075,-1.5099826180353142,-0.5900877228152724,0,1
-1.3528021003769686,-1.5099826180353142,0.6133806592421909,1,0
0.9437319692284951,-1.4336437596917695,-0.823017087084459,1,0
-0.2763017552494075,-1.4336437596917695,1.8556706020111853,0,1
-0.2763017552494075,-1.3954743305199973,-0.5900877228152724,1,0
-0.9939686520011148,-1.3954743305199973,0.8851315842229084,1,0
0.5131318311774707,-1.3573049013482248,-1.7547345441612048,0,1
-0.5633685139500905,-1.3573049013482248,0.8851315842229084,1,0
1.0872653485788366,-1.2427966138329078,-1.405340497757425,0,1
-0.706901893300432,-1.2427966138329078,1.234525630626688,1,0
0.44136514150229994,-1.2427966138329078,-0.7065524049498657,0,1
-0.2763017552494075,-1.2427966138329078,0.4192728556845355,1,0
0.08253169312644625,-1.2046271846611354,-0.7453739656613968,0,1
-1.1375020313514563,-1.2046271846611354,1.4286334341843434,0,1
1.517865486629861,-1.1664577554893631,-1.7935561048727358,1,0
-1.2810354107017978,-1.1664577554893631,0.8851315842229084,0,1
1.0154986589036659,-1.051949467974046,-1.7935561048727358,1,0
-1.49633547972731,-1.051949467974046,1.622741237741999,1,0
0.728431900202983,-1.051949467974046,-1.405340497757425,0,1
-1.2810354107017978,-1.051949467974046,1.195704069915157,0,1
0.22606507247678773,-1.0137800388022737,-1.288875815622832,0,1
-0.6351352036252612,-1.0137800388022737,0.8851315842229084,0,1
-0.20453506557423673,-0.8992717512869567,-0.9394817692190521,0,1
-1.3528021003769686,-0.8992717512869567,0.9627747056459706,0,1
1.8766989350057148,-0.8611023221151843,-0.5900877228152724,0,1
-1.0657353416762856,-0.8611023221151843,1.622741237741999,1,0
0.6566652105278122,-0.822932892943412,-0.5512661621037414,1,0
-0.5633685139500905,-0.822932892943412,0.4192728556845355,0,1
0.728431900202983,-0.822932892943412,-0.86183864779599,0,1
-1.0657353416762856,-0.822932892943412,0.5745590985306598,0,1
0.8001985898781537,-0.7847634637716396,0.18634349141534906,0,1
-0.8504352726507735,-0.7847634637716396,-0.12422899427689955,0,1
-0.706901893300432,-0.7847634637716396,-0.31833679783455493,0,1
-0.5633685139500905,-0.7847634637716396,-0.31833679783455493,0,1
0.728431900202983,-0.7084246054280949,0.06987880928075582,0,1
-0.41983513459974897,-0.7084246054280949,0.38045129497300445,1,0
-0.5633685139500905,-0.6702551762563226,0.14752193070381797,0,1
1.4460987969546903,-0.6702551762563226,0.38045129497300445,1,0
0.8001985898781537,-0.6702551762563226,-0.20187211569996172,0,1
0.5848985208526415,-0.6702551762563226,-0.357158358546086,1,0
0.8719652795533244,-0.6320857470845501,-0.007764312142306325,0,1
2.163765693706398,-0.6320857470845501,-0.16305055498843063,1,0
-0.8504352726507735,-0.5557468887410054,0.03105724856922475,0,1
1.0154986589036659,-0.5557468887410054,-0.16305055498843063,1,0
2.2355323833815683,-0.5557468887410054,0.22516505212688012,1,0
